"year_month","month_of_release","passenger_type","direction","sex","age","estimate","standard_error","status"
"2023-11","2025-03","Long-term migrant","Departures","Female","70-74 years",62,0,"Final"
"2023-12","2025-04","Long-term migrant","Departures","Female","70-74 years",64,0,"Final"
"2024-01","2025-05","Long-term migrant","Departures","Female","70-74 years",44,0,"Final"
"2024-02","2025-06","Long-term migrant","Departures","Female","70-74 years",67,0,"Final"
"2024-03","2025-07","Long-term migrant","Departures","Female","70-74 years",93,0,"Final"
"2024-04","2025-08","Long-term migrant","Departures","Female","70-74 years",72,0,"Final"
"2024-05","2025-09","Long-term migrant","Departures","Female","70-74 years",80,0,"Final"
"2024-06","2025-10","Long-term migrant","Departures","Female","70-74 years",74,0,"Final"
"2024-07","2025-11","Long-term migrant","Departures","Female","70-74 years",49,0,"Final"
"2024-08","2025-12","Long-term migrant","Departures","Female","70-74 years",52,0,"Final"
"2024-09","2026-01","Long-term migrant","Departures","Female","70-74 years",56,0,"Final"
"2024-10","2026-02","Long-term migrant","Departures","Female","70-74 years",73,0,"Final"
"2024-11","2026-03","Long-term migrant","Departures","Female","70-74 years",62,0,"Final"
"2024-12","2026-04","Long-term migrant","Departures","Female","70-74 years",84,0,"Final"
"2025-01","2026-05","Long-term migrant","Departures","Female","70-74 years",68,0,"Final"
"2025-02","2026-06","Long-term migrant","Departures","Female","70-74 years",53,0,"Final"
"2025-03","2026-06","Long-term migrant","Departures","Female","70-74 years",83,0,"Provisional"
"2025-04","2026-06","Long-term migrant","Departures","Female","70-74 years",55,1,"Provisional"
"2025-05","2026-06","Long-term migrant","Departures","Female","70-74 years",73,2,"Provisional"
"2025-06","2026-06","Long-term migrant","Departures","Female","70-74 years",67,3,"Provisional"
